word,songsNames
mức,./data/lyrics/Bài Này Chill Phết - Đen_MIN.txt
đen,"./data/lyrics/Bài Này Chill Phết - Đen_MIN.txt, ./data/lyrics/Chạy Ngay Đi - Sơn Tùng M-TP.txt, ./data/lyrics/Nắng Ấm Xa Dần - Sơn Tùng M-TP.txt, ./data/lyrics/Vì Yêu Cứ Đâm Đầu - MIN_Đen_JustaTee.txt"
đăng,./data/lyrics/Bài Này Chill Phết - Đen_MIN.txt
thanh,"./data/lyrics/Bài Này Chill Phết - Đen_MIN.txt, ./data/lyrics/Hãy Trao Cho Anh - Sơn Tùng M-TP.txt, ./data/lyrics/Người Lạ Ơi - Superbrothers_Karik_Orange.txt, ./data/lyrics/Thật Bất Ngờ - Trúc Nhân.txt"
niê,./data/lyrics/Bài Này Chill Phết - Đen_MIN.txt
hậu,./data/lyrics/Bài Này Chill Phết - Đen_MIN.txt
chạy,"./data/lyrics/Bài Này Chill Phết - Đen_MIN.txt, ./data/lyrics/Chạy Ngay Đi - Sơn Tùng M-TP.txt, ./data/lyrics/Có Chắc Yêu Là Đây - Sơn Tùng M-TP.txt, ./data/lyrics/Lớn Rồi Còn Khóc Nhè - Trúc Nhân.txt, ./data/lyrics/Mơ - Vũ Cát Tường.txt"
khí,./data/lyrics/Bài Này Chill Phết - Đen_MIN.txt
âm,"./data/lyrics/Bài Này Chill Phết - Đen_MIN.txt, ./data/lyrics/Chạy Ngay Đi - Sơn Tùng M-TP.txt, ./data/lyrics/Dĩ Vãng Cuộc Tình - Tuấn Hưng.txt, ./data/lyrics/Hãy Trao Cho Anh - Sơn Tùng M-TP.txt, ./data/lyrics/Mơ - Vũ Cát Tường.txt, ./data/lyrics/Như Ngày Hôm Qua - Sơn Tùng M-TP.txt, ./data/lyrics/Thật Bất Ngờ - Trúc Nhân.txt, ./data/lyrics/Âm Thầm Bên Em - Sơn Tùng M-TP.txt"
thiếu,"./data/lyrics/Bài Này Chill Phết - Đen_MIN.txt, ./data/lyrics/Lớn Rồi Còn Khóc Nhè - Trúc Nhân.txt, ./data/lyrics/So Close - Binz_Phương Ly.txt, ./data/lyrics/Sẽ Không Còn Nữa - Tuấn Hưng.txt, ./data/lyrics/Tìm Hành Tinh Khác - Vũ Cát Tường.txt, ./data/lyrics/Vì Yêu Cứ Đâm Đầu - MIN_Đen_JustaTee.txt"
rũ,"./data/lyrics/Bài Này Chill Phết - Đen_MIN.txt, ./data/lyrics/Hãy Trao Cho Anh - Sơn Tùng M-TP.txt"
chứ,"./data/lyrics/Bài Này Chill Phết - Đen_MIN.txt, ./data/lyrics/Bốn Chữ Lắm - Trúc Nhân_Trương Thảo Nhi.txt, ./data/lyrics/Vì Yêu Cứ Đâm Đầu - MIN_Đen_JustaTee.txt"
hải,./data/lyrics/Bài Này Chill Phết - Đen_MIN.txt
thứ,"./data/lyrics/Bài Này Chill Phết - Đen_MIN.txt, ./data/lyrics/Chạy Ngay Đi - Sơn Tùng M-TP.txt, ./data/lyrics/Chắc Ai Đó Sẽ Về - Sơn Tùng M-TP.txt, ./data/lyrics/Dĩ Vãng Cuộc Tình - Tuấn Hưng.txt, ./data/lyrics/Hãy Trao Cho Anh - Sơn Tùng M-TP.txt, ./data/lyrics/Người Lạ Ơi - Superbrothers_Karik_Orange.txt, ./data/lyrics/Người Ơi Người Ở Đừng Về - Đức Phúc_Suboi.txt, ./data/lyrics/Sáng Mắt Chưa - Trúc Nhân.txt, ./data/lyrics/Ta Là - JustaTee_Clean Bandit_Phương Ly.txt, ./data/lyrics/Thế Là Tết - Đức Phúc_Hòa Minzy.txt, ./data/lyrics/Tìm Hành Tinh Khác - Vũ Cát Tường.txt"
peaceful,./data/lyrics/Bài Này Chill Phết - Đen_MIN.txt
trẻ,./data/lyrics/Bài Này Chill Phết - Đen_MIN.txt
mở,"./data/lyrics/Bài Này Chill Phết - Đen_MIN.txt, ./data/lyrics/Người Lạ Ơi - Superbrothers_Karik_Orange.txt, ./data/lyrics/So Close - Binz_Phương Ly.txt"
deadline,./data/lyrics/Bài Này Chill Phết - Đen_MIN.txt
họ,"./data/lyrics/Bài Này Chill Phết - Đen_MIN.txt, ./data/lyrics/So Close - Binz_Phương Ly.txt, ./data/lyrics/Thật Bất Ngờ - Trúc Nhân.txt"
dạt,"./data/lyrics/Bài Này Chill Phết - Đen_MIN.txt, ./data/lyrics/Chạy Ngay Đi - Sơn Tùng M-TP.txt"
hả,"./data/lyrics/Bài Này Chill Phết - Đen_MIN.txt, ./data/lyrics/Thế Là Tết - Đức Phúc_Hòa Minzy.txt"
mạc,"./data/lyrics/Bài Này Chill Phết - Đen_MIN.txt, ./data/lyrics/Ta Là - JustaTee_Clean Bandit_Phương Ly.txt"
chớm,./data/lyrics/Bài Này Chill Phết - Đen_MIN.txt
mấy,"./data/lyrics/Bài Này Chill Phết - Đen_MIN.txt, ./data/lyrics/Cũng Đành Thôi - Đức Phúc.txt, ./data/lyrics/Em Không Thể - Tiên Tiên_Touliver.txt, ./data/lyrics/Mấy Khi Mà Sướng Thế Này - Trúc Nhân.txt, ./data/lyrics/Người Ơi Người Ở Đừng Về - Đức Phúc_Suboi.txt, ./data/lyrics/Năm Ấy - Đức Phúc.txt, ./data/lyrics/Ta Là - JustaTee_Clean Bandit_Phương Ly.txt, ./data/lyrics/Trái Tim Về Nhà - Đức Phúc.txt"
ổn,"./data/lyrics/Bài Này Chill Phết - Đen_MIN.txt, ./data/lyrics/Người Lạ Ơi - Superbrothers_Karik_Orange.txt, ./data/lyrics/Tìm Hành Tinh Khác - Vũ Cát Tường.txt"
sorrow,./data/lyrics/Bài Này Chill Phết - Đen_MIN.txt
cơm,"./data/lyrics/Bài Này Chill Phết - Đen_MIN.txt, ./data/lyrics/Nếu Một Mai Tôi Bay Lên Trời - Trúc Nhân.txt, ./data/lyrics/Trái Tim Về Nhà - Đức Phúc.txt"
bất,"./data/lyrics/Bài Này Chill Phết - Đen_MIN.txt, ./data/lyrics/Cũng Đành Thôi - Đức Phúc.txt, ./data/lyrics/Em Mới Là Người Yêu Anh - MIN.txt, ./data/lyrics/Hành Tinh Ánh Sáng - Vũ Cát Tường.txt, ./data/lyrics/Thật Bất Ngờ - Trúc Nhân.txt"
sóng,"./data/lyrics/Bài Này Chill Phết - Đen_MIN.txt, ./data/lyrics/Hãy Trao Cho Anh - Sơn Tùng M-TP.txt, ./data/lyrics/Mơ - Vũ Cát Tường.txt, ./data/lyrics/Người Lạ Ơi - Superbrothers_Karik_Orange.txt, ./data/lyrics/Thật Bất Ngờ - Trúc Nhân.txt"
lo,"./data/lyrics/Bài Này Chill Phết - Đen_MIN.txt, ./data/lyrics/Có Chắc Yêu Là Đây - Sơn Tùng M-TP.txt, ./data/lyrics/Giật Mình Trong Đêm - Tuấn Hưng.txt, ./data/lyrics/Mấy Khi Mà Sướng Thế Này - Trúc Nhân.txt, ./data/lyrics/Mặt Trời Của Em - Phương Ly_JustaTee .txt, ./data/lyrics/Như Ngày Hôm Qua - Sơn Tùng M-TP.txt, ./data/lyrics/So Close - Binz_Phương Ly.txt, ./data/lyrics/Tìm Hành Tinh Khác - Vũ Cát Tường.txt, ./data/lyrics/Vì Yêu Cứ Đâm Đầu - MIN_Đen_JustaTee.txt, ./data/lyrics/Vẽ - Trúc Nhân.txt, ./data/lyrics/Đâu Cần Một Bài Ca Tình Yêu - Tiên Tiên_Trang.txt"
hôm,"./data/lyrics/Bài Này Chill Phết - Đen_MIN.txt, ./data/lyrics/Chúng Ta Không Thuộc Về Nhau - Sơ Tùng M-TP.txt, ./data/lyrics/Chạy Ngay Đi - Sơn Tùng M-TP.txt, ./data/lyrics/Em Mới Là Người Yêu Anh - MIN.txt, ./data/lyrics/Missing You - Phương Ly.txt, ./data/lyrics/Mấy Khi Mà Sướng Thế Này - Trúc Nhân.txt, ./data/lyrics/Người Lạ Ơi - Superbrothers_Karik_Orange.txt, ./data/lyrics/Người Ơi Người Ở Đừng Về - Đức Phúc_Suboi.txt, ./data/lyrics/Như Ngày Hôm Qua - Sơn Tùng M-TP.txt, ./data/lyrics/Năm Ấy - Đức Phúc.txt, ./data/lyrics/Thật Bất Ngờ - Trúc Nhân.txt, ./data/lyrics/Vẽ - Trúc Nhân.txt, ./data/lyrics/Âm Thầm Bên Em - Sơn Tùng M-TP.txt, ./data/lyrics/Độc Thoại - Tuấn Hưng.txt"
nổi,./data/lyrics/Bài Này Chill Phết - Đen_MIN.txt
hề,"./data/lyrics/Bài Này Chill Phết - Đen_MIN.txt, ./data/lyrics/Như Ngày Hôm Qua - Sơn Tùng M-TP.txt, ./data/lyrics/Tìm (Lost) - MIN_MR.A.txt"
ra,"./data/lyrics/Bài Này Chill Phết - Đen_MIN.txt, ./data/lyrics/Bốn Chữ Lắm - Trúc Nhân_Trương Thảo Nhi.txt, ./data/lyrics/Chạy Ngay Đi - Sơn Tùng M-TP.txt, ./data/lyrics/Có Chắc Yêu Là Đây - Sơn Tùng M-TP.txt, ./data/lyrics/Có Chắc Yêu Là Đây - Sơn Tùng M-TP.txt, ./data/lyrics/Dĩ Vãng Cuộc Tình - Tuấn Hưng.txt, ./data/lyrics/Em Mới Là Người Yêu Anh - MIN.txt, ./data/lyrics/Giật Mình Trong Đêm - Tuấn Hưng.txt, ./data/lyrics/LoveNote - Binz_MIN.txt, ./data/lyrics/Missing You - Phương Ly.txt, ./data/lyrics/Một Triệu Năm Ánh Sáng - Vũ Cát Tường.txt, ./data/lyrics/Người Lạ Ơi - Superbrothers_Karik_Orange.txt, ./data/lyrics/Người Ta Có Thương Mình Đâu - Trúc Nhân.txt, ./data/lyrics/Người Ơi Người Ở Đừng Về - Đức Phúc_Suboi.txt, ./data/lyrics/Nắm Lấy Tay Anh - Tuấn Hưng.txt, ./data/lyrics/Nắng Ấm Xa Dần - Sơn Tùng M-TP.txt, ./data/lyrics/So Close - Binz_Phương Ly.txt, ./data/lyrics/Sáng Mắt Chưa - Trúc Nhân.txt, ./data/lyrics/Thật Bất Ngờ - Trúc Nhân.txt, ./data/lyrics/Trên Tình Bạn Dưới Tình Yêu - MIN.txt, ./data/lyrics/Tìm (Lost) - MIN_MR.A.txt, ./data/lyrics/Tìm Hành Tinh Khác - Vũ Cát Tường.txt, ./data/lyrics/Vẫn Nhớ - Tuấn Hưng.txt, ./data/lyrics/Vẽ - Trúc Nhân.txt, ./data/lyrics/Đâu Cần Một Bài Ca Tình Yêu - Tiên Tiên_Trang.txt, ./data/lyrics/Đừng Xin Lỗi Nữa (Don't Say Sorry) - ERIK_MIN.txt, ./data/lyrics/Đừng Yêu Nữa_Em Mệt Rồi - MIN.txt"
sometimes,"./data/lyrics/Bài Này Chill Phết - Đen_MIN.txt, ./data/lyrics/I Don't Wanna Miss You - Trang_Tiên Tiên.txt, ./data/lyrics/My Everything - Tiên Tiên.txt, ./data/lyrics/Photograph - Ed Sheeran.txt"
cá,./data/lyrics/Bài Này Chill Phết - Đen_MIN.txt
già,./data/lyrics/Bài Này Chill Phết - Đen_MIN.txt
nặng,"./data/lyrics/Bài Này Chill Phết - Đen_MIN.txt, ./data/lyrics/Nắng Ấm Xa Dần - Sơn Tùng M-TP.txt, ./data/lyrics/So Close - Binz_Phương Ly.txt"
cuộc,"./data/lyrics/Bài Này Chill Phết - Đen_MIN.txt, ./data/lyrics/Dĩ Vãng Cuộc Tình - Tuấn Hưng.txt, ./data/lyrics/Mấy Khi Mà Sướng Thế Này - Trúc Nhân.txt, ./data/lyrics/Người Ơi Người Ở Đừng Về - Đức Phúc_Suboi.txt, ./data/lyrics/Như Giấc Chiêm Bao - Tuấn Hưng_Lệ Quyên.txt, ./data/lyrics/Niệm Khúc Cuối - Đức Phúc.txt, ./data/lyrics/Nắm Lấy Tay Anh - Tuấn Hưng.txt, ./data/lyrics/So Close - Binz_Phương Ly.txt, ./data/lyrics/Thật Bất Ngờ - Trúc Nhân.txt, ./data/lyrics/Trái Tim Về Nhà - Đức Phúc.txt, ./data/lyrics/Trên Tình Bạn Dưới Tình Yêu - MIN.txt, ./data/lyrics/Tìm (Lost) - MIN_MR.A.txt, ./data/lyrics/Tìm Hành Tinh Khác - Vũ Cát Tường.txt, ./data/lyrics/Vì Tôi Còn Sống - Tiên Tiên_Touliver.txt, ./data/lyrics/Vẫn Nhớ - Tuấn Hưng.txt, ./data/lyrics/Vẽ - Trúc Nhân.txt"
niêu,./data/lyrics/Bài Này Chill Phết - Đen_MIN.txt
trước,"./data/lyrics/Bài Này Chill Phết - Đen_MIN.txt, ./data/lyrics/Chúng Ta Không Thuộc Về Nhau - Sơ Tùng M-TP.txt, ./data/lyrics/Chạy Ngay Đi - Sơn Tùng M-TP.txt, ./data/lyrics/Chạy Ngay Đi - Sơn Tùng M-TP.txt, ./data/lyrics/Chẳng Để Em Xa Anh - Đức Phúc.txt, ./data/lyrics/Hành Tinh Ánh Sáng - Vũ Cát Tường.txt, ./data/lyrics/LoveNote - Binz_MIN.txt, ./data/lyrics/Một Triệu Năm Ánh Sáng - Vũ Cát Tường.txt, ./data/lyrics/Người Ơi Người Ở Đừng Về - Đức Phúc_Suboi.txt, ./data/lyrics/Như Ngày Hôm Qua - Sơn Tùng M-TP.txt, ./data/lyrics/Nắng Ấm Xa Dần - Sơn Tùng M-TP.txt, ./data/lyrics/Vẽ - Trúc Nhân.txt"
tiếng,"./data/lyrics/Bài Này Chill Phết - Đen_MIN.txt, ./data/lyrics/Chạy Ngay Đi - Sơn Tùng M-TP.txt, ./data/lyrics/Có Người - Vũ Cát Tường.txt, ./data/lyrics/Cũng Đành Thôi - Đức Phúc.txt, ./data/lyrics/Cần Gì Hơn - Tiên Tiên_JustaTee.txt, ./data/lyrics/Em Không Thể - Tiên Tiên_Touliver.txt, ./data/lyrics/Hãy Trao Cho Anh - Sơn Tùng M-TP.txt, ./data/lyrics/Lạc Trôi - Sơn Tùng M-TP.txt, ./data/lyrics/My Everything - Tiên Tiên.txt, ./data/lyrics/Mặt Trời Của Em - Phương Ly_JustaTee .txt, ./data/lyrics/Người Lạ Ơi - Superbrothers_Karik_Orange.txt, ./data/lyrics/Nơi Này Có Anh - Sơn Tùng M-TP.txt, ./data/lyrics/Nắm Lấy Tay Anh - Tuấn Hưng.txt, ./data/lyrics/Nắng Ấm Xa Dần - Sơn Tùng M-TP.txt, ./data/lyrics/Say You Do - Tiên Tiên.txt, ./data/lyrics/Ta Là - JustaTee_Clean Bandit_Phương Ly.txt, ./data/lyrics/Thế Là Tết - Đức Phúc_Hòa Minzy.txt, ./data/lyrics/Vẽ - Trúc Nhân.txt, ./data/lyrics/Vết Mưa - Vũ Cát Tường.txt, ./data/lyrics/Đừng Xin Lỗi Nữa (Don't Say Sorry) - ERIK_MIN.txt"
lặng,"./data/lyrics/Bài Này Chill Phết - Đen_MIN.txt, ./data/lyrics/Chạy Ngay Đi - Sơn Tùng M-TP.txt, ./data/lyrics/Có Người - Vũ Cát Tường.txt, ./data/lyrics/Cũng Đành Thôi - Đức Phúc.txt, ./data/lyrics/Cầu Vồng Khuyết - Tuấn Hưng.txt, ./data/lyrics/Em Không Thể - Tiên Tiên_Touliver.txt, ./data/lyrics/Em Mới Là Người Yêu Anh - MIN.txt, ./data/lyrics/If - Vũ Cát Tường.txt, ./data/lyrics/Lạc Trôi - Sơn Tùng M-TP.txt, ./data/lyrics/Mơ - Vũ Cát Tường.txt, ./data/lyrics/Mặt Trời Của Em - Phương Ly_JustaTee .txt, ./data/lyrics/Như Ngày Hôm Qua - Sơn Tùng M-TP.txt, ./data/lyrics/Nắng Ấm Xa Dần - Sơn Tùng M-TP.txt, ./data/lyrics/Sẽ Không Còn Nữa - Tuấn Hưng.txt, ./data/lyrics/Tìm (Lost) - MIN_MR.A.txt, ./data/lyrics/Vẫn Nhớ - Tuấn Hưng.txt, ./data/lyrics/Vết Mưa - Vũ Cát Tường.txt, ./data/lyrics/Vỡ - Đức Phúc.txt, ./data/lyrics/Yêu Xa - Vũ Cát Tường.txt, ./data/lyrics/Âm Thầm Bên Em - Sơn Tùng M-TP.txt, ./data/lyrics/Đông - Trúc Nhân.txt, ./data/lyrics/Đừng Xin Lỗi Nữa (Don't Say Sorry) - ERIK_MIN.txt, ./data/lyrics/Đừng Yêu Nữa_Em Mệt Rồi - MIN.txt"
mỏi,"./data/lyrics/Bài Này Chill Phết - Đen_MIN.txt, ./data/lyrics/Một Triệu Năm Ánh Sáng - Vũ Cát Tường.txt, ./data/lyrics/Người Lạ Ơi - Superbrothers_Karik_Orange.txt, ./data/lyrics/Tìm Hành Tinh Khác - Vũ Cát Tường.txt"
độc,"./data/lyrics/Bài Này Chill Phết - Đen_MIN.txt, ./data/lyrics/Chạy Ngay Đi - Sơn Tùng M-TP.txt, ./data/lyrics/Có Người - Vũ Cát Tường.txt, ./data/lyrics/Một Triệu Năm Ánh Sáng - Vũ Cát Tường.txt, ./data/lyrics/Tìm Hành Tinh Khác - Vũ Cát Tường.txt"
tùng,"./data/lyrics/Bài Này Chill Phết - Đen_MIN.txt, ./data/lyrics/Hãy Trao Cho Anh - Sơn Tùng M-TP.txt"
chưởng,./data/lyrics/Bài Này Chill Phết - Đen_MIN.txt
vàng,"./data/lyrics/Bài Này Chill Phết - Đen_MIN.txt, ./data/lyrics/Có Chắc Yêu Là Đây - Sơn Tùng M-TP.txt, ./data/lyrics/Em Mới Là Người Yêu Anh - MIN.txt, ./data/lyrics/Hãy Trao Cho Anh - Sơn Tùng M-TP.txt, ./data/lyrics/Lạc Trôi - Sơn Tùng M-TP.txt, ./data/lyrics/My Everything - Tiên Tiên.txt, ./data/lyrics/Người Lạ Ơi - Superbrothers_Karik_Orange.txt, ./data/lyrics/Nơi Này Có Anh - Sơn Tùng M-TP.txt, ./data/lyrics/Nắng Ấm Xa Dần - Sơn Tùng M-TP.txt, ./data/lyrics/Thật Bất Ngờ - Trúc Nhân.txt, ./data/lyrics/Vỡ - Đức Phúc.txt"
lớp,./data/lyrics/Bài Này Chill Phết - Đen_MIN.txt
quên,"./data/lyrics/Bài Này Chill Phết - Đen_MIN.txt, ./data/lyrics/Chúng Ta Không Thuộc Về Nhau - Sơ Tùng M-TP.txt, ./data/lyrics/Chạy Ngay Đi - Sơn Tùng M-TP.txt, ./data/lyrics/Chạy Ngay Đi - Sơn Tùng M-TP.txt, ./data/lyrics/Chẳng Để Em Xa Anh - Đức Phúc.txt, ./data/lyrics/Có Chắc Yêu Là Đây - Sơn Tùng M-TP.txt, ./data/lyrics/Có Người - Vũ Cát Tường.txt, ./data/lyrics/Cũng Đành Thôi - Đức Phúc.txt, ./data/lyrics/Giật Mình Trong Đêm - Tuấn Hưng.txt, ./data/lyrics/Hành Tinh Ánh Sáng - Vũ Cát Tường.txt, ./data/lyrics/Hãy Trao Cho Anh - Sơn Tùng M-TP.txt, ./data/lyrics/Lạc Trôi - Sơn Tùng M-TP.txt, ./data/lyrics/Lớn Rồi Còn Khóc Nhè - Trúc Nhân.txt, ./data/lyrics/Missing You - Phương Ly.txt, ./data/lyrics/Một Triệu Năm Ánh Sáng - Vũ Cát Tường.txt, ./data/lyrics/Người Lạ Ơi - Superbrothers_Karik_Orange.txt, ./data/lyrics/Người Ơi Người Ở Đừng Về - Đức Phúc_Suboi.txt, ./data/lyrics/Như Giấc Chiêm Bao - Tuấn Hưng_Lệ Quyên.txt, ./data/lyrics/Năm Ấy - Đức Phúc.txt, ./data/lyrics/Nắng Ấm Xa Dần - Sơn Tùng M-TP.txt, ./data/lyrics/Trái Tim Về Nhà - Đức Phúc.txt, ./data/lyrics/Trên Tình Bạn Dưới Tình Yêu - MIN.txt, ./data/lyrics/Vì Tôi Còn Sống - Tiên Tiên_Touliver.txt, ./data/lyrics/Vết Mưa - Vũ Cát Tường.txt, ./data/lyrics/Âm Thầm Bên Em - Sơn Tùng M-TP.txt, ./data/lyrics/Đừng Xin Lỗi Nữa (Don't Say Sorry) - ERIK_MIN.txt"
rau,./data/lyrics/Bài Này Chill Phết - Đen_MIN.txt
biển,"./data/lyrics/Bài Này Chill Phết - Đen_MIN.txt, ./data/lyrics/Người Lạ Ơi - Superbrothers_Karik_Orange.txt"
sơn,"./data/lyrics/Bài Này Chill Phết - Đen_MIN.txt, ./data/lyrics/Hãy Trao Cho Anh - Sơn Tùng M-TP.txt"
tâm,"./data/lyrics/Bài Này Chill Phết - Đen_MIN.txt, ./data/lyrics/Chạy Ngay Đi - Sơn Tùng M-TP.txt, ./data/lyrics/Có Chắc Yêu Là Đây - Sơn Tùng M-TP.txt, ./data/lyrics/Cũng Đành Thôi - Đức Phúc.txt, ./data/lyrics/Em Mới Là Người Yêu Anh - MIN.txt, ./data/lyrics/Missing You - Phương Ly.txt, ./data/lyrics/Người Lạ Ơi - Superbrothers_Karik_Orange.txt, ./data/lyrics/Người Ta Có Thương Mình Đâu - Trúc Nhân.txt, ./data/lyrics/Niệm Khúc Cuối - Đức Phúc.txt, ./data/lyrics/Thật Bất Ngờ - Trúc Nhân.txt, ./data/lyrics/Tìm (Lost) - MIN_MR.A.txt, ./data/lyrics/Tìm Lại Bầu Trời - Tuấn Hưng.txt, ./data/lyrics/Vỡ - Đức Phúc.txt"
môn,./data/lyrics/Bài Này Chill Phết - Đen_MIN.txt
nhân,"./data/lyrics/Bài Này Chill Phết - Đen_MIN.txt, ./data/lyrics/Chúng Ta Không Thuộc Về Nhau - Sơ Tùng M-TP.txt, ./data/lyrics/Có Chắc Yêu Là Đây - Sơn Tùng M-TP.txt, ./data/lyrics/Hãy Trao Cho Anh - Sơn Tùng M-TP.txt, ./data/lyrics/Lạc Trôi - Sơn Tùng M-TP.txt, ./data/lyrics/Người Ơi Người Ở Đừng Về - Đức Phúc_Suboi.txt, ./data/lyrics/Đông - Trúc Nhân.txt"
tính,"./data/lyrics/Bài Này Chill Phết - Đen_MIN.txt, ./data/lyrics/Vẽ - Trúc Nhân.txt"
gỏng,"./data/lyrics/Bài Này Chill Phết - Đen_MIN.txt, ./data/lyrics/Một Triệu Năm Ánh Sáng - Vũ Cát Tường.txt"
hát,"./data/lyrics/Bài Này Chill Phết - Đen_MIN.txt, ./data/lyrics/Có Chắc Yêu Là Đây - Sơn Tùng M-TP.txt, ./data/lyrics/Dĩ Vãng Cuộc Tình - Tuấn Hưng.txt, ./data/lyrics/Holy - Justin Bieber_Chance The Rapper.txt, ./data/lyrics/Hãy Trao Cho Anh - Sơn Tùng M-TP.txt, ./data/lyrics/Lớn Rồi Còn Khóc Nhè - Trúc Nhân.txt, ./data/lyrics/My Everything - Tiên Tiên.txt, ./data/lyrics/Mơ - Vũ Cát Tường.txt, ./data/lyrics/Như Giấc Chiêm Bao - Tuấn Hưng_Lệ Quyên.txt, ./data/lyrics/Như Ngày Hôm Qua - Sơn Tùng M-TP.txt, ./data/lyrics/Ta Là - JustaTee_Clean Bandit_Phương Ly.txt, ./data/lyrics/Vì Tôi Còn Sống - Tiên Tiên_Touliver.txt, ./data/lyrics/Vẽ - Trúc Nhân.txt, ./data/lyrics/Đâu Cần Một Bài Ca Tình Yêu - Tiên Tiên_Trang.txt"
nhất,"./data/lyrics/Bài Này Chill Phết - Đen_MIN.txt, ./data/lyrics/Lớn Rồi Còn Khóc Nhè - Trúc Nhân.txt, ./data/lyrics/Năm Ấy - Đức Phúc.txt, ./data/lyrics/Thật Bất Ngờ - Trúc Nhân.txt, ./data/lyrics/Trái Tim Về Nhà - Đức Phúc.txt, ./data/lyrics/Vì Yêu Cứ Đâm Đầu - MIN_Đen_JustaTee.txt, ./data/lyrics/Đừng Xin Lỗi Nữa (Don't Say Sorry) - ERIK_MIN.txt"
behind,"./data/lyrics/Bài Này Chill Phết - Đen_MIN.txt, ./data/lyrics/I Don_t Wanna Live Forever - Taylor Swift and ZAYN.txt"
sân,./data/lyrics/Bài Này Chill Phết - Đen_MIN.txt
tắm,./data/lyrics/Bài Này Chill Phết - Đen_MIN.txt
ngủ,"./data/lyrics/Bài Này Chill Phết - Đen_MIN.txt, ./data/lyrics/Bốn Chữ Lắm - Trúc Nhân_Trương Thảo Nhi.txt, ./data/lyrics/Chắc Anh Đang - Tiên Tiên_Trang.txt, ./data/lyrics/Có Người - Vũ Cát Tường.txt, ./data/lyrics/Mặt Trời Của Em - Phương Ly_JustaTee .txt, ./data/lyrics/Một Triệu Năm Ánh Sáng - Vũ Cát Tường.txt, ./data/lyrics/Niệm Khúc Cuối - Đức Phúc.txt, ./data/lyrics/Vì Yêu Cứ Đâm Đầu - MIN_Đen_JustaTee.txt, ./data/lyrics/Yêu Xa - Vũ Cát Tường.txt, ./data/lyrics/Âm Thầm Bên Em - Sơn Tùng M-TP.txt"
áng,"./data/lyrics/Bài Này Chill Phết - Đen_MIN.txt, ./data/lyrics/Hãy Trao Cho Anh - Sơn Tùng M-TP.txt"
tiền,"./data/lyrics/Bài Này Chill Phết - Đen_MIN.txt, ./data/lyrics/Mấy Khi Mà Sướng Thế Này - Trúc Nhân.txt, ./data/lyrics/Vì Yêu Cứ Đâm Đầu - MIN_Đen_JustaTee.txt"
xuân,"./data/lyrics/Bài Này Chill Phết - Đen_MIN.txt, ./data/lyrics/Nơi Này Có Anh - Sơn Tùng M-TP.txt, ./data/lyrics/Thế Là Tết - Đức Phúc_Hòa Minzy.txt"
sống,"./data/lyrics/Bài Này Chill Phết - Đen_MIN.txt, ./data/lyrics/Giật Mình Trong Đêm - Tuấn Hưng.txt, ./data/lyrics/LoveNote - Binz_MIN.txt, ./data/lyrics/Người Lạ Ơi - Superbrothers_Karik_Orange.txt, ./data/lyrics/Nếu Một Mai Tôi Bay Lên Trời - Trúc Nhân.txt, ./data/lyrics/So Close - Binz_Phương Ly.txt, ./data/lyrics/Ta Là - JustaTee_Clean Bandit_Phương Ly.txt, ./data/lyrics/Tìm Hành Tinh Khác - Vũ Cát Tường.txt, ./data/lyrics/Vì Tôi Còn Sống - Tiên Tiên_Touliver.txt, ./data/lyrics/Đâu Cần Một Bài Ca Tình Yêu - Tiên Tiên_Trang.txt"
tivi,./data/lyrics/Bài Này Chill Phết - Đen_MIN.txt
downs,./data/lyrics/Bài Này Chill Phết - Đen_MIN.txt
hơn,"./data/lyrics/Bài Này Chill Phết - Đen_MIN.txt, ./data/lyrics/Chạy Ngay Đi - Sơn Tùng M-TP.txt, ./data/lyrics/Cũng Đành Thôi - Đức Phúc.txt, ./data/lyrics/Cần Gì Hơn - Tiên Tiên_JustaTee.txt, ./data/lyrics/Cần Gì Hơn - Tiên Tiên_JustaTee.txt, ./data/lyrics/Hành Tinh Ánh Sáng - Vũ Cát Tường.txt, ./data/lyrics/Hãy Trao Cho Anh - Sơn Tùng M-TP.txt, ./data/lyrics/Lớn Rồi Còn Khóc Nhè - Trúc Nhân.txt, ./data/lyrics/So Close - Binz_Phương Ly.txt, ./data/lyrics/Sáng Mắt Chưa - Trúc Nhân.txt, ./data/lyrics/Trên Tình Bạn Dưới Tình Yêu - MIN.txt, ./data/lyrics/Tìm Hành Tinh Khác - Vũ Cát Tường.txt, ./data/lyrics/Tìm Lại Bầu Trời - Tuấn Hưng.txt, ./data/lyrics/Vì Yêu Cứ Đâm Đầu - MIN_Đen_JustaTee.txt"
căn,"./data/lyrics/Bài Này Chill Phết - Đen_MIN.txt, ./data/lyrics/Chạy Ngay Đi - Sơn Tùng M-TP.txt, ./data/lyrics/Đừng Xin Lỗi Nữa (Don't Say Sorry) - ERIK_MIN.txt"
it’s,./data/lyrics/Bài Này Chill Phết - Đen_MIN.txt
giàu,./data/lyrics/Bài Này Chill Phết - Đen_MIN.txt
