word,songsNames
cầu,"./data/lyrics/Bài Này Chill Phết - Đen_MIN.txt, ./data/lyrics/Cần Gì Hơn - Tiên Tiên_JustaTee.txt, ./data/lyrics/Cầu Vồng Khuyết - Tuấn Hưng.txt, ./data/lyrics/Như Giấc Chiêm Bao - Tuấn Hưng_Lệ Quyên.txt, ./data/lyrics/Thế Là Tết - Đức Phúc_Hòa Minzy.txt, ./data/lyrics/Vết Mưa - Vũ Cát Tường.txt"
âu,"./data/lyrics/Bài Này Chill Phết - Đen_MIN.txt, ./data/lyrics/Có Chắc Yêu Là Đây - Sơn Tùng M-TP.txt, ./data/lyrics/Mấy Khi Mà Sướng Thế Này - Trúc Nhân.txt, ./data/lyrics/Như Ngày Hôm Qua - Sơn Tùng M-TP.txt, ./data/lyrics/Đâu Cần Một Bài Ca Tình Yêu - Tiên Tiên_Trang.txt"
hợp,"./data/lyrics/Bài Này Chill Phết - Đen_MIN.txt, ./data/lyrics/LoveNote - Binz_MIN.txt"
bằng,"./data/lyrics/Bài Này Chill Phết - Đen_MIN.txt, ./data/lyrics/Người Lạ Ơi - Superbrothers_Karik_Orange.txt, ./data/lyrics/Nếu Một Mai Tôi Bay Lên Trời - Trúc Nhân.txt, ./data/lyrics/So Close - Binz_Phương Ly.txt, ./data/lyrics/Vẽ - Trúc Nhân.txt, ./data/lyrics/Đừng Yêu Nữa_Em Mệt Rồi - MIN.txt"
tiêu,"./data/lyrics/Bài Này Chill Phết - Đen_MIN.txt, ./data/lyrics/Đông - Trúc Nhân.txt"
dao,./data/lyrics/Bài Này Chill Phết - Đen_MIN.txt
chưa,"./data/lyrics/Bài Này Chill Phết - Đen_MIN.txt, ./data/lyrics/Có Người - Vũ Cát Tường.txt, ./data/lyrics/Giật Mình Trong Đêm - Tuấn Hưng.txt, ./data/lyrics/Lớn Rồi Còn Khóc Nhè - Trúc Nhân.txt, ./data/lyrics/Mơ - Vũ Cát Tường.txt, ./data/lyrics/Mấy Khi Mà Sướng Thế Này - Trúc Nhân.txt, ./data/lyrics/Người Ta Có Thương Mình Đâu - Trúc Nhân.txt, ./data/lyrics/Người Ơi Người Ở Đừng Về - Đức Phúc_Suboi.txt, ./data/lyrics/Sáng Mắt Chưa - Trúc Nhân.txt, ./data/lyrics/Sẽ Không Còn Nữa - Tuấn Hưng.txt, ./data/lyrics/Ta Là - JustaTee_Clean Bandit_Phương Ly.txt, ./data/lyrics/Trái Tim Về Nhà - Đức Phúc.txt, ./data/lyrics/Tìm Hành Tinh Khác - Vũ Cát Tường.txt, ./data/lyrics/Tìm Lại Bầu Trời - Tuấn Hưng.txt, ./data/lyrics/Vì Yêu Cứ Đâm Đầu - MIN_Đen_JustaTee.txt, ./data/lyrics/Yêu Xa - Vũ Cát Tường.txt"
thinh,"./data/lyrics/Bài Này Chill Phết - Đen_MIN.txt, ./data/lyrics/Sẽ Không Còn Nữa - Tuấn Hưng.txt, ./data/lyrics/Âm Thầm Bên Em - Sơn Tùng M-TP.txt"
sông,"./data/lyrics/Bài Này Chill Phết - Đen_MIN.txt, ./data/lyrics/Lạc Trôi - Sơn Tùng M-TP.txt, ./data/lyrics/Lớn Rồi Còn Khóc Nhè - Trúc Nhân.txt"
dạo,./data/lyrics/Bài Này Chill Phết - Đen_MIN.txt
xác,"./data/lyrics/Bài Này Chill Phết - Đen_MIN.txt, ./data/lyrics/Chạy Ngay Đi - Sơn Tùng M-TP.txt, ./data/lyrics/Lớn Rồi Còn Khóc Nhè - Trúc Nhân.txt"
cầm,"./data/lyrics/Bốn Chữ Lắm - Trúc Nhân_Trương Thảo Nhi.txt, ./data/lyrics/Chạy Ngay Đi - Sơn Tùng M-TP.txt, ./data/lyrics/Chắc Ai Đó Sẽ Về - Sơn Tùng M-TP.txt, ./data/lyrics/Nơi Này Có Anh - Sơn Tùng M-TP.txt, ./data/lyrics/Nắm Lấy Tay Anh - Tuấn Hưng.txt, ./data/lyrics/Vì Yêu Cứ Đâm Đầu - MIN_Đen_JustaTee.txt, ./data/lyrics/Âm Thầm Bên Em - Sơn Tùng M-TP.txt"
na,"./data/lyrics/Bốn Chữ Lắm - Trúc Nhân_Trương Thảo Nhi.txt, ./data/lyrics/Bốn Chữ Lắm - Trúc Nhân_Trương Thảo Nhi.txt, ./data/lyrics/Em Không Thể - Tiên Tiên_Touliver.txt, ./data/lyrics/Ice Cream - BLACKPINK _ Selena Gomez.txt, ./data/lyrics/Mood - 24kGoldn_Justin Bieber_J Balvin & iann dior.txt"
lả,./data/lyrics/Bốn Chữ Lắm - Trúc Nhân_Trương Thảo Nhi.txt
thức,"./data/lyrics/Bốn Chữ Lắm - Trúc Nhân_Trương Thảo Nhi.txt, ./data/lyrics/Giật Mình Trong Đêm - Tuấn Hưng.txt, ./data/lyrics/Hãy Trao Cho Anh - Sơn Tùng M-TP.txt, ./data/lyrics/Nơi Này Có Anh - Sơn Tùng M-TP.txt, ./data/lyrics/Nắm Lấy Tay Anh - Tuấn Hưng.txt, ./data/lyrics/Say You Do - Tiên Tiên.txt, ./data/lyrics/Ta Là - JustaTee_Clean Bandit_Phương Ly.txt, ./data/lyrics/Tìm Hành Tinh Khác - Vũ Cát Tường.txt, ./data/lyrics/Vẽ - Trúc Nhân.txt, ./data/lyrics/Đừng Xin Lỗi Nữa (Don't Say Sorry) - ERIK_MIN.txt"
ngóng,"./data/lyrics/Bốn Chữ Lắm - Trúc Nhân_Trương Thảo Nhi.txt, ./data/lyrics/Say You Do - Tiên Tiên.txt, ./data/lyrics/Vẽ - Trúc Nhân.txt"
miên,"./data/lyrics/Bốn Chữ Lắm - Trúc Nhân_Trương Thảo Nhi.txt, ./data/lyrics/Chạy Ngay Đi - Sơn Tùng M-TP.txt, ./data/lyrics/Có Chắc Yêu Là Đây - Sơn Tùng M-TP.txt, ./data/lyrics/Hãy Trao Cho Anh - Sơn Tùng M-TP.txt"
triền,"./data/lyrics/Bốn Chữ Lắm - Trúc Nhân_Trương Thảo Nhi.txt, ./data/lyrics/Chạy Ngay Đi - Sơn Tùng M-TP.txt"
tận,"./data/lyrics/Bốn Chữ Lắm - Trúc Nhân_Trương Thảo Nhi.txt, ./data/lyrics/Mấy Khi Mà Sướng Thế Này - Trúc Nhân.txt, ./data/lyrics/Nắm Lấy Tay Anh - Tuấn Hưng.txt, ./data/lyrics/Vì Yêu Cứ Đâm Đầu - MIN_Đen_JustaTee.txt"
lơi,"./data/lyrics/Bốn Chữ Lắm - Trúc Nhân_Trương Thảo Nhi.txt, ./data/lyrics/Âm Thầm Bên Em - Sơn Tùng M-TP.txt"
câu,"./data/lyrics/Bốn Chữ Lắm - Trúc Nhân_Trương Thảo Nhi.txt, ./data/lyrics/Chúng Ta Không Thuộc Về Nhau - Sơ Tùng M-TP.txt, ./data/lyrics/Chắc Ai Đó Sẽ Về - Sơn Tùng M-TP.txt, ./data/lyrics/Chắc Anh Đang - Tiên Tiên_Trang.txt, ./data/lyrics/Câu Trả Lời - Tiên Tiên_Trang.txt, ./data/lyrics/Có Chắc Yêu Là Đây - Sơn Tùng M-TP.txt, ./data/lyrics/Cũng Đành Thôi - Đức Phúc.txt, ./data/lyrics/Em Không Thể - Tiên Tiên_Touliver.txt, ./data/lyrics/Em Mới Là Người Yêu Anh - MIN.txt, ./data/lyrics/Hành Tinh Ánh Sáng - Vũ Cát Tường.txt, ./data/lyrics/LoveNote - Binz_MIN.txt, ./data/lyrics/Lạc Trôi - Sơn Tùng M-TP.txt, ./data/lyrics/Lớn Rồi Còn Khóc Nhè - Trúc Nhân.txt, ./data/lyrics/My Everything - Tiên Tiên.txt, ./data/lyrics/Mơ - Vũ Cát Tường.txt, ./data/lyrics/Nơi Này Có Anh - Sơn Tùng M-TP.txt, ./data/lyrics/Nắm Lấy Tay Anh - Tuấn Hưng.txt, ./data/lyrics/Sẽ Không Còn Nữa - Tuấn Hưng.txt, ./data/lyrics/Thật Bất Ngờ - Trúc Nhân.txt, ./data/lyrics/Trên Tình Bạn Dưới Tình Yêu - MIN.txt, ./data/lyrics/Âm Thầm Bên Em - Sơn Tùng M-TP.txt"
thao,"./data/lyrics/Bốn Chữ Lắm - Trúc Nhân_Trương Thảo Nhi.txt, ./data/lyrics/Giật Mình Trong Đêm - Tuấn Hưng.txt, ./data/lyrics/Tìm Hành Tinh Khác - Vũ Cát Tường.txt"
linger,./data/lyrics/cardigan - Taylor Swift.txt
giving,"./data/lyrics/cardigan - Taylor Swift.txt, ./data/lyrics/We Don’t Talk Anymore - Charlie Puth.txt"
youd,"./data/lyrics/cardigan - Taylor Swift.txt, ./data/lyrics/exile - Taylor Swift.txt, ./data/lyrics/I Don't Wanna Miss You - Trang_Tiên Tiên.txt, ./data/lyrics/I Don_t Wanna Live Forever - Taylor Swift and ZAYN.txt, ./data/lyrics/Lonely - Justin Bieber_Benny Blanco.txt, ./data/lyrics/Supermarket Flowers - Ed Sheeran.txt"
grocery,./data/lyrics/cardigan - Taylor Swift.txt
chase,./data/lyrics/cardigan - Taylor Swift.txt
felt,"./data/lyrics/cardigan - Taylor Swift.txt, ./data/lyrics/Lonely - Justin Bieber_Benny Blanco.txt, ./data/lyrics/Love Yourself - Justin Bieber.txt"
sequin,./data/lyrics/cardigan - Taylor Swift.txt
train,./data/lyrics/cardigan - Taylor Swift.txt
peter,./data/lyrics/cardigan - Taylor Swift.txt
levis,./data/lyrics/cardigan - Taylor Swift.txt
put,"./data/lyrics/cardigan - Taylor Swift.txt, ./data/lyrics/Galway Girl - Ed Sheeran.txt, ./data/lyrics/Ice Cream - BLACKPINK _ Selena Gomez.txt, ./data/lyrics/Lose You To Love Me - Selena Gomez.txt, ./data/lyrics/Monster - Shawn Mendes_Justin Bieber.txt, ./data/lyrics/Shape of You - Ed Sheeran.txt, ./data/lyrics/South of the Border - Ed Sheeran.txt, ./data/lyrics/Supermarket Flowers - Ed Sheeran.txt, ./data/lyrics/The Man - Taylor Swift.txt"
under,"./data/lyrics/cardigan - Taylor Swift.txt, ./data/lyrics/Photograph - Ed Sheeran.txt, ./data/lyrics/Thinking Out Loud - Ed Sheeran.txt"
scars,"./data/lyrics/cardigan - Taylor Swift.txt, ./data/lyrics/Planet E - Vũ Cát Tường.txt"
hideandseek,./data/lyrics/cardigan - Taylor Swift.txt
twenty,./data/lyrics/cardigan - Taylor Swift.txt
line,"./data/lyrics/cardigan - Taylor Swift.txt, ./data/lyrics/exile - Taylor Swift.txt"
sweatshirt,./data/lyrics/cardigan - Taylor Swift.txt
an,"./data/lyrics/cardigan - Taylor Swift.txt, ./data/lyrics/Galway Girl - Ed Sheeran.txt, ./data/lyrics/Happier - Ed Sheeran.txt, ./data/lyrics/Hãy Trao Cho Anh - Sơn Tùng M-TP.txt, ./data/lyrics/Ice Cream - BLACKPINK _ Selena Gomez.txt, ./data/lyrics/Intentions - Justin Bieber_Quavo.txt, ./data/lyrics/Lonely - Justin Bieber_Benny Blanco.txt, ./data/lyrics/Mơ - Vũ Cát Tường.txt, ./data/lyrics/Người Lạ Ơi - Superbrothers_Karik_Orange.txt, ./data/lyrics/Như Ngày Hôm Qua - Sơn Tùng M-TP.txt, ./data/lyrics/Perfect - Ed Sheeran.txt, ./data/lyrics/Supermarket Flowers - Ed Sheeran.txt, ./data/lyrics/The Man - Taylor Swift.txt"
leavin,"./data/lyrics/cardigan - Taylor Swift.txt, ./data/lyrics/exile - Taylor Swift.txt, ./data/lyrics/Holy - Justin Bieber_Chance The Rapper.txt"
friend,"./data/lyrics/cardigan - Taylor Swift.txt, ./data/lyrics/One Call Away - Charlie Puth.txt, ./data/lyrics/See You Again - Charlie Puth.txt"
said,"./data/lyrics/cardigan - Taylor Swift.txt, ./data/lyrics/Galway Girl - Ed Sheeran.txt, ./data/lyrics/Happier - Ed Sheeran.txt, ./data/lyrics/How Long - Charlie Puth.txt, ./data/lyrics/I Don't Care - Ed Sheeran_Justin Bieber.txt, ./data/lyrics/Love Story - Taylor Swift.txt, ./data/lyrics/Perfect - Ed Sheeran.txt, ./data/lyrics/Supermarket Flowers - Ed Sheeran.txt"
hang,"./data/lyrics/cardigan - Taylor Swift.txt, ./data/lyrics/Thật Bất Ngờ - Trúc Nhân.txt"
politics,./data/lyrics/cardigan - Taylor Swift.txt
chasin,./data/lyrics/cardigan - Taylor Swift.txt
lipstick,./data/lyrics/cardigan - Taylor Swift.txt
whatifs,./data/lyrics/cardigan - Taylor Swift.txt
haunt,./data/lyrics/cardigan - Taylor Swift.txt
old,"./data/lyrics/cardigan - Taylor Swift.txt, ./data/lyrics/Planet E - Vũ Cát Tường.txt, ./data/lyrics/Supermarket Flowers - Ed Sheeran.txt, ./data/lyrics/The Old You - Vũ Cát Tường.txt, ./data/lyrics/Thinking Out Loud - Ed Sheeran.txt"
water,"./data/lyrics/cardigan - Taylor Swift.txt, ./data/lyrics/Holy - Justin Bieber_Chance The Rapper.txt, ./data/lyrics/South of the Border - Ed Sheeran.txt, ./data/lyrics/Wolves - Selena Gomez _ Marshmello.txt"
vintage,./data/lyrics/cardigan - Taylor Swift.txt
change,"./data/lyrics/cardigan - Taylor Swift.txt, ./data/lyrics/Stuck With U - Ariana Grande_Justin Bieber.txt"
lose,"./data/lyrics/cardigan - Taylor Swift.txt, ./data/lyrics/Lose You To Love Me - Selena Gomez.txt, ./data/lyrics/Mood - 24kGoldn_Justin Bieber_J Balvin & iann dior.txt, ./data/lyrics/Stuck With U - Ariana Grande_Justin Bieber.txt, ./data/lyrics/Wolves - Selena Gomez _ Marshmello.txt"
steppin,./data/lyrics/cardigan - Taylor Swift.txt
streetlight,./data/lyrics/cardigan - Taylor Swift.txt
thrill,./data/lyrics/cardigan - Taylor Swift.txt
weekends,./data/lyrics/cardigan - Taylor Swift.txt
heartbeat,"./data/lyrics/cardigan - Taylor Swift.txt, ./data/lyrics/Photograph - Ed Sheeran.txt"
bars,./data/lyrics/cardigan - Taylor Swift.txt
kiss,"./data/lyrics/cardigan - Taylor Swift.txt, ./data/lyrics/Girlfriend - Charlie Puth.txt, ./data/lyrics/I Don't Care - Ed Sheeran_Justin Bieber.txt, ./data/lyrics/Ice Cream - BLACKPINK _ Selena Gomez.txt, ./data/lyrics/Perfect - Ed Sheeran.txt, ./data/lyrics/Shape of You - Ed Sheeran.txt, ./data/lyrics/South of the Border - Ed Sheeran.txt, ./data/lyrics/The Old You - Vũ Cát Tường.txt, ./data/lyrics/Thinking Out Loud - Ed Sheeran.txt"
phone,"./data/lyrics/cardigan - Taylor Swift.txt, ./data/lyrics/Love Yourself - Justin Bieber.txt, ./data/lyrics/ME! - Taylor Swift.txt, ./data/lyrics/Người Ơi Người Ở Đừng Về - Đức Phúc_Suboi.txt, ./data/lyrics/Photograph - Ed Sheeran.txt, ./data/lyrics/The Old You - Vũ Cát Tường.txt"
expired,./data/lyrics/cardigan - Taylor Swift.txt
playing,"./data/lyrics/cardigan - Taylor Swift.txt, ./data/lyrics/Galway Girl - Ed Sheeran.txt, ./data/lyrics/Mood - 24kGoldn_Justin Bieber_J Balvin & iann dior.txt"
would,"./data/lyrics/cardigan - Taylor Swift.txt, ./data/lyrics/Girlfriend - Charlie Puth.txt, ./data/lyrics/Past Life - Trevor Daniel _ Selena Gomez.txt, ./data/lyrics/Planet E - Vũ Cát Tường.txt, ./data/lyrics/the 1 - Taylor Swift.txt, ./data/lyrics/The Man - Taylor Swift.txt, ./data/lyrics/We Don’t Talk Anymore - Charlie Puth.txt, ./data/lyrics/You Need To Calm Down - Taylor Swift.txt"
losing,./data/lyrics/cardigan - Taylor Swift.txt
girls,"./data/lyrics/cardigan - Taylor Swift.txt, ./data/lyrics/You Need To Calm Down - Taylor Swift.txt"
longest,./data/lyrics/cardigan - Taylor Swift.txt
tried,"./data/lyrics/cardigan - Taylor Swift.txt, ./data/lyrics/Love Yourself - Justin Bieber.txt"
two,"./data/lyrics/cardigan - Taylor Swift.txt, ./data/lyrics/Lose You To Love Me - Selena Gomez.txt, ./data/lyrics/Sorry - Justin Bieber.txt"
bloodstain,./data/lyrics/cardigan - Taylor Swift.txt
cars,./data/lyrics/cardigan - Taylor Swift.txt
heels,"./data/lyrics/cardigan - Taylor Swift.txt, ./data/lyrics/Summer Feelings - Lennon Stella Featuring Charlie Puth.txt"
drew,./data/lyrics/cardigan - Taylor Swift.txt
shadows,./data/lyrics/cardigan - Taylor Swift.txt
wendy,./data/lyrics/cardigan - Taylor Swift.txt
porch,./data/lyrics/cardigan - Taylor Swift.txt
tattoo,"./data/lyrics/cardigan - Taylor Swift.txt, ./data/lyrics/The Old You - Vũ Cát Tường.txt"
black,"./data/lyrics/cardigan - Taylor Swift.txt, ./data/lyrics/Hard on Yourself - Charlie Puth _ blackbear.txt"
cobblestones,./data/lyrics/cardigan - Taylor Swift.txt
lifetimes,./data/lyrics/cardigan - Taylor Swift.txt
brand,"./data/lyrics/cardigan - Taylor Swift.txt, ./data/lyrics/Intentions - Justin Bieber_Quavo.txt, ./data/lyrics/Mood - 24kGoldn_Justin Bieber_J Balvin & iann dior.txt, ./data/lyrics/Shape of You - Ed Sheeran.txt"
father,"./data/lyrics/cardigan - Taylor Swift.txt, ./data/lyrics/Holy - Justin Bieber_Chance The Rapper.txt"
curse,./data/lyrics/cardigan - Taylor Swift.txt
running,"./data/lyrics/cardigan - Taylor Swift.txt, ./data/lyrics/the 1 - Taylor Swift.txt, ./data/lyrics/The Man - Taylor Swift.txt, ./data/lyrics/Wolves - Selena Gomez _ Marshmello.txt"
dancin,./data/lyrics/cardigan - Taylor Swift.txt
someones,./data/lyrics/cardigan - Taylor Swift.txt
needed,"./data/lyrics/cardigan - Taylor Swift.txt, ./data/lyrics/Lose You To Love Me - Selena Gomez.txt, ./data/lyrics/Past Life - Trevor Daniel _ Selena Gomez.txt, ./data/lyrics/See You Again - Charlie Puth.txt"
nothing,"./data/lyrics/cardigan - Taylor Swift.txt, ./data/lyrics/I Don_t Wanna Live Forever - Taylor Swift and ZAYN.txt, ./data/lyrics/Monster - Shawn Mendes_Justin Bieber.txt, ./data/lyrics/One Call Away - Charlie Puth.txt"
smell,"./data/lyrics/cardigan - Taylor Swift.txt, ./data/lyrics/Galway Girl - Ed Sheeran.txt, ./data/lyrics/Shape of You - Ed Sheeran.txt"
none,"./data/lyrics/cardigan - Taylor Swift.txt, ./data/lyrics/Intentions - Justin Bieber_Quavo.txt, ./data/lyrics/the 1 - Taylor Swift.txt"
bleedin,./data/lyrics/cardigan - Taylor Swift.txt
cardigan,./data/lyrics/cardigan - Taylor Swift.txt
bed,"./data/lyrics/cardigan - Taylor Swift.txt, ./data/lyrics/Shape of You - Ed Sheeran.txt, ./data/lyrics/South of the Border - Ed Sheeran.txt, ./data/lyrics/Stuck With U - Ariana Grande_Justin Bieber.txt"
marked,./data/lyrics/cardigan - Taylor Swift.txt
better,"./data/lyrics/cardigan - Taylor Swift.txt, ./data/lyrics/Hãy Trao Cho Anh - Sơn Tùng M-TP.txt, ./data/lyrics/I Don't Care - Ed Sheeran_Justin Bieber.txt, ./data/lyrics/Ice Cream - BLACKPINK _ Selena Gomez.txt, ./data/lyrics/Love Yourself - Justin Bieber.txt, ./data/lyrics/Mood - 24kGoldn_Justin Bieber_J Balvin & iann dior.txt, ./data/lyrics/See You Again - Charlie Puth.txt, ./data/lyrics/Stuck With U - Ariana Grande_Justin Bieber.txt"
ending,"./data/lyrics/cardigan - Taylor Swift.txt, ./data/lyrics/exile - Taylor Swift.txt"
tee,./data/lyrics/cardigan - Taylor Swift.txt
assume,./data/lyrics/cardigan - Taylor Swift.txt
light,"./data/lyrics/cardigan - Taylor Swift.txt, ./data/lyrics/Planet E - Vũ Cát Tường.txt, ./data/lyrics/See You Again - Charlie Puth.txt, ./data/lyrics/Thinking Out Loud - Ed Sheeran.txt"
smoke,"./data/lyrics/cardigan - Taylor Swift.txt, ./data/lyrics/Galway Girl - Ed Sheeran.txt, ./data/lyrics/Hard on Yourself - Charlie Puth _ blackbear.txt, ./data/lyrics/Hãy Trao Cho Anh - Sơn Tùng M-TP.txt"
sensual,./data/lyrics/cardigan - Taylor Swift.txt
once,"./data/lyrics/cardigan - Taylor Swift.txt, ./data/lyrics/How Long - Charlie Puth.txt, ./data/lyrics/Sorry - Justin Bieber.txt"
bây,"./data/lyrics/Chúng Ta Không Thuộc Về Nhau - Sơ Tùng M-TP.txt, ./data/lyrics/Em Mới Là Người Yêu Anh - MIN.txt, ./data/lyrics/Người Ơi Người Ở Đừng Về - Đức Phúc_Suboi.txt, ./data/lyrics/Năm Ấy - Đức Phúc.txt, ./data/lyrics/Thật Bất Ngờ - Trúc Nhân.txt, ./data/lyrics/Độc Thoại - Tuấn Hưng.txt"
trách,"./data/lyrics/Chúng Ta Không Thuộc Về Nhau - Sơ Tùng M-TP.txt, ./data/lyrics/Niệm Khúc Cuối - Đức Phúc.txt, ./data/lyrics/Sẽ Không Còn Nữa - Tuấn Hưng.txt, ./data/lyrics/Đâu Cần Một Bài Ca Tình Yêu - Tiên Tiên_Trang.txt, ./data/lyrics/Độc Thoại - Tuấn Hưng.txt"
giơ,"./data/lyrics/Chúng Ta Không Thuộc Về Nhau - Sơ Tùng M-TP.txt, ./data/lyrics/Nắng Ấm Xa Dần - Sơn Tùng M-TP.txt"
chìm,"./data/lyrics/Chúng Ta Không Thuộc Về Nhau - Sơ Tùng M-TP.txt, ./data/lyrics/Chạy Ngay Đi - Sơn Tùng M-TP.txt, ./data/lyrics/Chắc Anh Đang - Tiên Tiên_Trang.txt, ./data/lyrics/Có Chắc Yêu Là Đây - Sơn Tùng M-TP.txt, ./data/lyrics/Cũng Đành Thôi - Đức Phúc.txt, ./data/lyrics/Hãy Trao Cho Anh - Sơn Tùng M-TP.txt, ./data/lyrics/Nơi Này Có Anh - Sơn Tùng M-TP.txt, ./data/lyrics/Vẽ - Trúc Nhân.txt, ./data/lyrics/Âm Thầm Bên Em - Sơn Tùng M-TP.txt"
uhhhhhh,./data/lyrics/Chúng Ta Không Thuộc Về Nhau - Sơ Tùng M-TP.txt
phía,"./data/lyrics/Chúng Ta Không Thuộc Về Nhau - Sơ Tùng M-TP.txt, ./data/lyrics/Chạy Ngay Đi - Sơn Tùng M-TP.txt, ./data/lyrics/Chẳng Để Em Xa Anh - Đức Phúc.txt, ./data/lyrics/Mặt Trời Của Em - Phương Ly_JustaTee .txt, ./data/lyrics/Như Ngày Hôm Qua - Sơn Tùng M-TP.txt, ./data/lyrics/Nơi Này Có Anh - Sơn Tùng M-TP.txt, ./data/lyrics/Đâu Cần Một Bài Ca Tình Yêu - Tiên Tiên_Trang.txt"
hãy,"./data/lyrics/Chúng Ta Không Thuộc Về Nhau - Sơ Tùng M-TP.txt, ./data/lyrics/Chắc Ai Đó Sẽ Về - Sơn Tùng M-TP.txt, ./data/lyrics/Chẳng Để Em Xa Anh - Đức Phúc.txt, ./data/lyrics/Có Chắc Yêu Là Đây - Sơn Tùng M-TP.txt, ./data/lyrics/Em Không Thể - Tiên Tiên_Touliver.txt, ./data/lyrics/Hãy Trao Cho Anh - Sơn Tùng M-TP.txt, ./data/lyrics/Mặt Trời Của Em - Phương Ly_JustaTee .txt, ./data/lyrics/Người Lạ Ơi - Superbrothers_Karik_Orange.txt, ./data/lyrics/Nắm Lấy Tay Anh - Tuấn Hưng.txt, ./data/lyrics/Nắm Lấy Tay Anh - Tuấn Hưng.txt, ./data/lyrics/Nắng Ấm Xa Dần - Sơn Tùng M-TP.txt, ./data/lyrics/Nếu Một Mai Tôi Bay Lên Trời - Trúc Nhân.txt, ./data/lyrics/Ta Là - JustaTee_Clean Bandit_Phương Ly.txt, ./data/lyrics/Thế Là Tết - Đức Phúc_Hòa Minzy.txt, ./data/lyrics/Tìm Lại Bầu Trời - Tuấn Hưng.txt, ./data/lyrics/Vì Yêu Cứ Đâm Đầu - MIN_Đen_JustaTee.txt, ./data/lyrics/Vẫn Nhớ - Tuấn Hưng.txt, ./data/lyrics/Đâu Cần Một Bài Ca Tình Yêu - Tiên Tiên_Trang.txt, ./data/lyrics/Đông - Trúc Nhân.txt, ./data/lyrics/Đừng Xin Lỗi Nữa (Don't Say Sorry) - ERIK_MIN.txt"
nên,"./data/lyrics/Chúng Ta Không Thuộc Về Nhau - Sơ Tùng M-TP.txt, ./data/lyrics/Có Chắc Yêu Là Đây - Sơn Tùng M-TP.txt, ./data/lyrics/Cũng Đành Thôi - Đức Phúc.txt, ./data/lyrics/Dĩ Vãng Cuộc Tình - Tuấn Hưng.txt, ./data/lyrics/Em Mới Là Người Yêu Anh - MIN.txt, ./data/lyrics/Hành Tinh Ánh Sáng - Vũ Cát Tường.txt, ./data/lyrics/Hãy Trao Cho Anh - Sơn Tùng M-TP.txt, ./data/lyrics/LoveNote - Binz_MIN.txt, ./data/lyrics/Một Triệu Năm Ánh Sáng - Vũ Cát Tường.txt, ./data/lyrics/Nơi Này Có Anh - Sơn Tùng M-TP.txt, ./data/lyrics/Sáng Mắt Chưa - Trúc Nhân.txt, ./data/lyrics/Ta Là - JustaTee_Clean Bandit_Phương Ly.txt, ./data/lyrics/Thật Bất Ngờ - Trúc Nhân.txt, ./data/lyrics/Tìm (Lost) - MIN_MR.A.txt, ./data/lyrics/Vẽ - Trúc Nhân.txt, ./data/lyrics/Vết Mưa - Vũ Cát Tường.txt, ./data/lyrics/Đừng Yêu Nữa_Em Mệt Rồi - MIN.txt"
cuốn,"./data/lyrics/Chúng Ta Không Thuộc Về Nhau - Sơ Tùng M-TP.txt, ./data/lyrics/Hãy Trao Cho Anh - Sơn Tùng M-TP.txt, ./data/lyrics/Lạc Trôi - Sơn Tùng M-TP.txt, ./data/lyrics/Mặt Trời Của Em - Phương Ly_JustaTee .txt, ./data/lyrics/Thật Bất Ngờ - Trúc Nhân.txt, ./data/lyrics/Tìm Hành Tinh Khác - Vũ Cát Tường.txt, ./data/lyrics/Vì Yêu Cứ Đâm Đầu - MIN_Đen_JustaTee.txt, ./data/lyrics/Vết Mưa - Vũ Cát Tường.txt, ./data/lyrics/Đâu Cần Một Bài Ca Tình Yêu - Tiên Tiên_Trang.txt"
giấu,"./data/lyrics/Chúng Ta Không Thuộc Về Nhau - Sơ Tùng M-TP.txt, ./data/lyrics/Hành Tinh Ánh Sáng - Vũ Cát Tường.txt, ./data/lyrics/If - Vũ Cát Tường.txt, ./data/lyrics/Mơ - Vũ Cát Tường.txt, ./data/lyrics/Người Lạ Ơi - Superbrothers_Karik_Orange.txt, ./data/lyrics/Vết Mưa - Vũ Cát Tường.txt, ./data/lyrics/Đừng Xin Lỗi Nữa (Don't Say Sorry) - ERIK_MIN.txt"
rút,./data/lyrics/Chúng Ta Không Thuộc Về Nhau - Sơ Tùng M-TP.txt
lỡ,"./data/lyrics/Chúng Ta Không Thuộc Về Nhau - Sơ Tùng M-TP.txt, ./data/lyrics/Em Mới Là Người Yêu Anh - MIN.txt, ./data/lyrics/Lạc Trôi - Sơn Tùng M-TP.txt, ./data/lyrics/Một Triệu Năm Ánh Sáng - Vũ Cát Tường.txt, ./data/lyrics/Một Triệu Năm Ánh Sáng - Vũ Cát Tường.txt, ./data/lyrics/Người Ta Có Thương Mình Đâu - Trúc Nhân.txt, ./data/lyrics/Say You Do - Tiên Tiên.txt, ./data/lyrics/Tìm (Lost) - MIN_MR.A.txt"
vây,"./data/lyrics/Chúng Ta Không Thuộc Về Nhau - Sơ Tùng M-TP.txt, ./data/lyrics/Âm Thầm Bên Em - Sơn Tùng M-TP.txt"
